state,occupation,employee_count,annual_mean_pay,hourly_mean_pay
IL,Occupational Health and Safety Technicians,660,62390,30.00
IL,Athletic Trainers,1480,44380,
IL,Genetic Counselors,50,83580,40.18
IL,"Healthcare Practitioners and Technical Workers, All Other",,64390,30.96
IL,Healthcare Support Occupations,165730,32250,15.51
IL,Home Health Aides,33990,25370,12.20
IL,Psychiatric Aides,1690,26480,12.73
IL,Nursing Assistants,61140,28810,13.85
IL,Orderlies,2920,33140,15.93
IL,Occupational Therapy Assistants,2200,60200,28.94
IL,Occupational Therapy Aides,2550,28820,13.86
IL,Physical Therapist Assistants,4470,58060,27.92
IL,Physical Therapist Aides,1210,31100,14.95
IL,Massage Therapists,4930,46340,22.28
IL,Dental Assistants,12820,39370,18.93
IL,Medical Assistants,23830,35910,17.26
IL,Medical Equipment Preparers,2570,37810,18.18
IL,Medical Transcriptionists,2110,33020,15.88
IL,Pharmacy Aides,400,29760,14.31
IL,Veterinary Assistants and Laboratory Animal Caretakers,2470,28060,13.49
IL,Phlebotomists,4910,36090,17.35
IL,"Healthcare Support Workers, All Other",1520,41230,19.82
IL,Protective Service Occupations,151070,53750,25.84
IL,First-Line Supervisors of Correctional Officers,1970,86840,41.75
IL,First-Line Supervisors of Police and Detectives,6000,104990,50.47
IL,First-Line Supervisors of Fire Fighting and Prevention Workers,3450,90860,43.68
IL,"First-Line Supervisors of Protective Service Workers, All Other",3390,47080,22.63
IL,Firefighters,17170,56710,27.26
IL,Fire Inspectors and Investigators,730,64760,31.13
IL,Bailiffs,1550,57220,27.51
IL,Correctional Officers and Jailers,14050,62440,30.02
IL,Detectives and Criminal Investigators,2940,87470,42.05
IL,Fish and Game Wardens,110,88300,42.45
IL,Parking Enforcement Workers,440,48900,23.51
IL,Police and Sheriff's Patrol Officers,30370,75720,36.40
IL,Transit and Railroad Police,320,69960,33.64
IL,Animal Control Workers,520,37760,18.16
IL,Private Detectives and Investigators,860,60630,29.15
IL,Security Guards,47460,33560,16.13
IL,Crossing Guards,3590,34010,16.35
IL,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",7270,24220,11.65
IL,Transportation Security Screeners,2180,42290,20.33
IL,"Protective Service Workers, All Other",6640,28800,13.85
IL,Food Preparation and Serving Related Occupations,506720,24440,11.75
IL,Chefs and Head Cooks,4770,51800,24.90
IL,First-Line Supervisors of Food Preparation and Serving Workers,28330,32490,15.62
IL,"Cooks, Fast Food",18120,21690,10.43
IL,"Cooks, Institution and Cafeteria",19960,27550,13.24
IL,"Cooks, Restaurant",48660,27720,13.33
IL,"Cooks, Short Order",6150,24770,11.91
IL,"Cooks, All Other",1930,28820,13.86
IL,Food Preparation Workers,32430,25200,12.11
IL,Bartenders,28570,24280,11.67
IL,"Combined Food Preparation and Serving Workers, Including Fast Food",144260,22240,10.69
IL,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",18400,23830,11.45
IL,Waiters and Waitresses,83910,22900,11.01
IL,"Food Servers, Nonrestaurant",14070,24450,11.76
IL,Dining Room and Cafeteria Attendants and Bartender Helpers,22780,21340,10.26
IL,Dishwashers,19730,23430,11.27
IL,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",14240,23560,11.33
IL,"Food Preparation and Serving Related Workers, All Other",400,26210,12.60
IL,Building and Grounds Cleaning and Maintenance Occupations,165460,31190,15.00
IL,First-Line Supervisors of Housekeeping and Janitorial Workers,4530,46830,22.51
IL,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3570,54340,26.13
IL,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",87220,30410,14.62
IL,Maids and Housekeeping Cleaners,32570,27000,12.98
IL,Pest Control Workers,1720,36910,17.74
IL,Landscaping and Groundskeeping Workers,33710,31740,15.26
IL,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",1650,39930,19.20
IL,Tree Trimmers and Pruners,360,49990,24.03
IL,"Grounds Maintenance Workers, All Other",130,40640,19.54
IL,Personal Care and Service Occupations,169260,28610,13.76
IL,First-Line Supervisors of Gaming Workers,460,49760,23.92
IL,First-Line Supervisors of Personal Service Workers,5110,41120,19.77
IL,Animal Trainers,420,46150,22.19
IL,Nonfarm Animal Caretakers,8380,24550,11.80
IL,Motion Picture Projectionists,250,26390,12.69
IL,"Ushers, Lobby Attendants, and Ticket Takers",5540,22990,11.05
IL,Amusement and Recreation Attendants,8330,24240,11.66
IL,Costume Attendants,200,42970,20.66
IL,"Locker Room, Coatroom, and Dressing Room Attendants",690,25560,12.29
IL,"Entertainment Attendants and Related Workers, All Other",,25020,12.03
IL,Embalmers,,48750,23.44
IL,Funeral Attendants,970,27000,12.98
IL,"Morticians, Undertakers, and Funeral Directors",1350,72280,34.75
IL,Barbers,,42930,20.64
IL,"Hairdressers, Hairstylists, and Cosmetologists",15790,29900,14.37
IL,Manicurists and Pedicurists,4730,23740,11.41
IL,Shampooers,830,22110,10.63
IL,Skincare Specialists,1970,29800,14.33
IL,Baggage Porters and Bellhops,2270,26470,12.73
IL,Concierges,1040,34520,16.60
IL,Tour and Travel Guides,910,28540,13.72
IL,Childcare Workers,17440,24250,11.66
IL,Personal Care Aides,50970,24600,11.83
IL,Fitness Trainers and Aerobics Instructors,16430,46670,22.44
IL,Recreation Workers,18750,25810,12.41
IL,Residential Advisors,2570,32330,15.54
IL,"Personal Care and Service Workers, All Other",1580,25260,12.14
IL,Sales and Related Occupations,577930,42700,20.53
IL,First-Line Supervisors of Retail Sales Workers,38510,42880,20.62
IL,First-Line Supervisors of Non-Retail Sales Workers,6310,76080,36.58
IL,Cashiers,143230,23380,11.24
IL,Gaming Change Persons and Booth Cashiers,260,31460,15.13
IL,Counter and Rental Clerks,11110,26880,12.92
IL,Parts Salespersons,9810,34840,16.75
IL,Retail Salespersons,168130,28710,13.80
IL,Advertising Sales Agents,8360,60010,28.85
IL,Insurance Sales Agents,15520,69520,33.42
IL,"Securities, Commodities, and Financial Services Sales Agents",21980,91640,44.06
IL,Travel Agents,3770,41100,19.76
IL,"Sales Representatives, Services, All Other",48250,63440,30.50
IL,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",13960,85740,41.22
IL,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",70300,68510,32.94
IL,Demonstrators and Product Promoters,2180,35200,16.92
IL,Models,90,27110,13.03
IL,Real Estate Brokers,1780,103430,49.73
IL,Real Estate Sales Agents,4040,52800,25.38
IL,Sales Engineers,1770,92100,44.28
IL,Telemarketers,5540,29840,14.34
IL,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,20840,10.02
IL,"Sales and Related Workers, All Other",2270,35030,16.84
IL,Office and Administrative Support Occupations,890740,39280,18.88
IL,First-Line Supervisors of Office and Administrative Support Workers,40540,59170,28.45
IL,"Switchboard Operators, Including Answering Service",3100,33830,16.27
IL,Telephone Operators,210,40150,19.30
IL,"Communications Equipment Operators, All Other",50,44390,21.34
IL,Bill and Account Collectors,9780,38610,18.56
IL,Billing and Posting Clerks,16160,41980,20.18
IL,"Bookkeeping, Accounting, and Auditing Clerks",50800,42520,20.44
IL,Gaming Cage Workers,250,29710,14.28
IL,Payroll and Timekeeping Clerks,4240,49000,23.56
IL,Procurement Clerks,2520,46520,22.37
IL,Tellers,18530,29860,14.35
IL,"Financial Clerks, All Other",710,43350,20.84
IL,Brokerage Clerks,2680,55860,26.86
IL,Correspondence Clerks,200,36600,17.60
IL,"Court, Municipal, and License Clerks",5740,42830,20.59
IL,"Credit Authorizers, Checkers, and Clerks",490,45010,21.64
IL,Customer Service Representatives,120270,37840,18.19
IL,"Eligibility Interviewers, Government Programs",,52090,25.04
IL,File Clerks,3570,39010,18.76
IL,"Hotel, Motel, and Resort Desk Clerks",7760,24690,11.87
IL,"Interviewers, Except Eligibility and Loan",5130,38290,18.41
IL,"Library Assistants, Clerical",5950,27840,13.38
IL,Loan Interviewers and Clerks,8450,42440,20.40
IL,New Accounts Clerks,2710,38250,18.39
IL,Order Clerks,4820,35360,17.00
IL,"Human Resources Assistants, Except Payroll and Timekeeping",3070,41220,19.82
IL,Receptionists and Information Clerks,39890,30210,14.52
IL,Reservation and Transportation Ticket Agents and Travel Clerks,5600,47530,22.85
IL,"Information and Record Clerks, All Other",2120,45360,21.81
IL,Cargo and Freight Agents,4280,44760,21.52
IL,Couriers and Messengers,2060,29280,14.08
IL,"Police, Fire, and Ambulance Dispatchers",3530,52010,25.00
IL,"Dispatchers, Except Police, Fire, and Ambulance",6750,46270,22.24
IL,"Meter Readers, Utilities",850,53110,25.53
IL,Postal Service Clerks,3080,50300,24.18
IL,Postal Service Mail Carriers,15730,52090,25.04
IL,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",5710,50880,24.46
IL,"Production, Planning, and Expediting Clerks",15660,49270,23.69
IL,"Shipping, Receiving, and Traffic Clerks",32710,35950,17.28
IL,Stock Clerks and Order Fillers,103660,29520,14.19
IL,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1810,36370,17.48
IL,Executive Secretaries and Executive Administrative Assistants,30140,58670,28.21
IL,Legal Secretaries,7880,51140,24.58
IL,Medical Secretaries,16260,36320,17.46
IL,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",67780,37930,18.24
IL,Computer Operators,1480,48260,23.20
IL,Data Entry Keyers,8140,36210,17.41
IL,Word Processors and Typists,270,46620,22.41
IL,Desktop Publishers,820,38610,18.56
IL,Insurance Claims and Policy Processing Clerks,9800,43540,20.93
IL,"Mail Clerks and Mail Machine Operators, Except Postal Service",6630,29610,14.24
IL,"Office Clerks, General",165970,37220,17.89
IL,"Office Machine Operators, Except Computer",1130,41830,20.11
IL,Proofreaders and Copy Markers,450,48060,23.10
IL,Statistical Assistants,640,53760,25.85
IL,"Office and Administrative Support Workers, All Other",5930,40490,19.47
IL,"Farming, Fishing, and Forestry Occupations",5600,33640,16.17
IL,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",160,49190,23.65
IL,Agricultural Inspectors,370,56050,26.94
IL,"Graders and Sorters, Agricultural Products",900,26980,12.97
IL,Agricultural Equipment Operators,1330,36260,17.43
IL,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2030,30020,14.43
IL,"Farmworkers, Farm, Ranch, and Aquacultural Animals",560,28270,13.59
IL,Forest and Conservation Workers,190,38760,18.63
IL,Construction and Extraction Occupations,183960,67050,32.23
IL,First-Line Supervisors of Construction Trades and Extraction Workers,10340,82570,39.70
IL,Boilermakers,80,69030,33.19
IL,Brickmasons and Blockmasons,2840,74500,35.82
IL,Stonemasons,,50390,24.23
IL,Carpenters,26970,66280,31.87
IL,Carpet Installers,740,42190,20.28
IL,"Floor Layers, Except Carpet, Wood, and Hard Tiles",,46590,22.40
IL,Floor Sanders and Finishers,,62090,29.85
IL,Tile and Marble Setters,2100,49810,23.95
IL,Cement Masons and Concrete Finishers,5740,67700,32.55
IL,Terrazzo Workers and Finishers,360,55340,26.61
IL,Construction Laborers,33270,59960,28.83
IL,"Paving, Surfacing, and Tamping Equipment Operators",1770,59540,28.62
IL,Pile-Driver Operators,,86060,41.38
IL,Operating Engineers and Other Construction Equipment Operators,11150,77090,37.06
IL,Drywall and Ceiling Tile Installers,1900,56010,26.93
IL,Tapers,600,75810,36.45
IL,Electricians,24410,75820,36.45
IL,Glaziers,1320,67740,32.57
IL,"Insulation Workers, Floor, Ceiling, and Wall",960,68280,32.83
IL,"Insulation Workers, Mechanical",80,68730,33.04
IL,"Painters, Construction and Maintenance",8850,52060,25.03
IL,Pipelayers,330,70400,33.85
IL,"Plumbers, Pipefitters, and Steamfitters",16300,79400,38.17
IL,Plasterers and Stucco Masons,230,77010,37.02
IL,Reinforcing Iron and Rebar Workers,540,92510,44.47
IL,Roofers,4460,61870,29.75
IL,Sheet Metal Workers,4990,69780,33.55
IL,Structural Iron and Steel Workers,2760,83580,40.18
IL,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",190,35470,17.06
IL,Helpers--Carpenters,380,32510,15.63
IL,Helpers--Electricians,590,32540,15.64
IL,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",,34380,16.53
IL,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",470,35780,17.20
IL,Helpers--Roofers,200,45990,22.11
IL,"Helpers, Construction Trades, All Other",340,48540,23.34
IL,Construction and Building Inspectors,2280,66080,31.77
IL,Elevator Installers and Repairers,390,93190,44.80
IL,Fence Erectors,840,51630,24.82
IL,Hazardous Materials Removal Workers,720,57570,27.68
IL,Highway Maintenance Workers,7760,49680,23.89
IL,Rail-Track Laying and Maintenance Equipment Operators,740,56610,27.22
IL,Septic Tank Servicers and Sewer Pipe Cleaners,840,50090,24.08
IL,Miscellaneous Construction and Related Workers,920,78250,37.62
IL,"Rotary Drill Operators, Oil and Gas",280,45100,21.68
IL,"Service Unit Operators, Oil, Gas, and Mining",100,45440,21.84
IL,"Earth Drillers, Except Oil and Gas",150,47840,23.00
IL,"Explosives Workers, Ordnance Handling Experts, and Blasters",,61180,29.41
IL,Continuous Mining Machine Operators,530,59040,28.38
IL,Mine Cutting and Channeling Machine Operators,220,48230,23.19
IL,"Mining Machine Operators, All Other",,58570,28.16
IL,"Rock Splitters, Quarry",,42640,20.50
IL,"Roof Bolters, Mining",260,59350,28.54
IL,"Roustabouts, Oil and Gas",120,38330,18.43
IL,Helpers--Extraction Workers,240,44450,21.37
IL,"Extraction Workers, All Other",,40950,19.69
IL,"Installation, Maintenance, and Repair Occupations",214110,50990,24.52
IL,"First-Line Supervisors of Mechanics, Installers, and Repairers",14520,69300,33.32
IL,"Computer, Automated Teller, and Office Machine Repairers",3990,39470,18.98
IL,"Radio, Cellular, and Tower Equipment Installers and Repairers",,52440,25.21
IL,"Telecommunications Equipment Installers and Repairers, Except Line Installers",8610,60840,29.25
IL,Avionics Technicians,280,60240,28.96
IL,"Electric Motor, Power Tool, and Related Repairers",710,72390,34.80
IL,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2120,58010,27.89
IL,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",550,88160,42.39
IL,"Electronic Equipment Installers and Repairers, Motor Vehicles",400,35270,16.96
IL,Electronic Home Entertainment Equipment Installers and Repairers,1130,39710,19.09
IL,Security and Fire Alarm Systems Installers,1770,51870,24.94
IL,Aircraft Mechanics and Service Technicians,4590,63840,30.69
IL,Automotive Body and Related Repairers,6640,46690,22.45
IL,Automotive Glass Installers and Repairers,420,41830,20.11
IL,Automotive Service Technicians and Mechanics,27250,46300,22.26
IL,Bus and Truck Mechanics and Diesel Engine Specialists,10120,53290,25.62
IL,Farm Equipment Mechanics and Service Technicians,1170,45270,21.77
IL,"Mobile Heavy Equipment Mechanics, Except Engines",3080,62290,29.95
IL,Rail Car Repairers,3070,52920,25.44
IL,Motorboat Mechanics and Service Technicians,430,36230,17.42
IL,Motorcycle Mechanics,250,38790,18.65
IL,Outdoor Power Equipment and Other Small Engine Mechanics,800,35460,17.05
IL,Bicycle Repairers,180,31290,15.05
IL,Recreational Vehicle Service Technicians,120,35990,17.30
IL,Tire Repairers and Changers,3690,29420,14.15
IL,Mechanical Door Repairers,210,55750,26.80
IL,"Control and Valve Installers and Repairers, Except Mechanical Door",1080,70600,33.94
IL,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7860,59590,28.65
IL,Home Appliance Repairers,1970,42220,20.30
IL,Industrial Machinery Mechanics,13860,55890,26.87
IL,"Maintenance Workers, Machinery",3630,54400,26.15
IL,Millwrights,1850,63260,30.42
IL,"Refractory Materials Repairers, Except Brickmasons",,50110,24.09
IL,Electrical Power-Line Installers and Repairers,3320,78390,37.69
IL,Telecommunications Line Installers and Repairers,2410,57400,27.60
IL,Camera and Photographic Equipment Repairers,410,38690,18.60
IL,Medical Equipment Repairers,1390,54950,26.42
IL,Musical Instrument Repairers and Tuners,450,49720,23.90
IL,"Precision Instrument and Equipment Repairers, All Other",150,64940,31.22
IL,"Maintenance and Repair Workers, General",63350,44420,21.36
IL,Wind Turbine Service Technicians,460,64180,30.86
IL,"Coin, Vending, and Amusement Machine Servicers and Repairers",1780,37430,17.99
IL,Locksmiths and Safe Repairers,830,51080,24.56
IL,Riggers,590,64720,31.12
IL,Signal and Track Switch Repairers,520,76110,36.59
IL,"Helpers--Installation, Maintenance, and Repair Workers",2260,34100,16.39
IL,"Installation, Maintenance, and Repair Workers, All Other",9360,48290,23.21
