st,occupation,tot_emp,hr_mean,avg_mean
NE,Outdoor Power Equipment and Other Small Engine Mechanics,220,16.88,"35,100"
NE,Recreational Vehicle Service Technicians,70,17.97,"37,370"
NE,Tire Repairers and Changers,"1,080",13.54,"28,160"
NE,Mechanical Door Repairers,200,18.14,"37,730"
NE,"Control and Valve Installers and Repairers, Except Mechanical Door",320,26.74,"55,630"
NE,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","2,590",23.35,"48,580"
NE,Home Appliance Repairers,330,18.65,"38,790"
NE,Industrial Machinery Mechanics,"2,800",24.63,"51,220"
NE,"Maintenance Workers, Machinery",700,25.82,"53,700"
NE,Millwrights,210,25.71,"53,480"
NE,Electrical Power-Line Installers and Repairers,"1,000",32.74,"68,100"
NE,Telecommunications Line Installers and Repairers,870,20.85,"43,360"
NE,Medical Equipment Repairers,230,30.21,"62,830"
NE,"Precision Instrument and Equipment Repairers, All Other",80,24.23,"50,410"
NE,"Maintenance and Repair Workers, General","8,240",19.07,"39,660"
NE,"Coin, Vending, and Amusement Machine Servicers and Repairers",300,15.40,"32,030"
NE,Locksmiths and Safe Repairers,**,19.13,"39,800"
NE,Riggers,120,23.49,"48,860"
NE,Signal and Track Switch Repairers,**,30.47,"63,370"
NE,"Helpers--Installation, Maintenance, and Repair Workers",430,13.29,"27,640"
NE,"Installation, Maintenance, and Repair Workers, All Other",620,25.01,"52,020"
NE,Production Occupations,"77,460",18.54,"38,560"
NE,First-Line Supervisors of Production and Operating Workers,"5,230",29.67,"61,710"
NE,"Coil Winders, Tapers, and Finishers",50,16.22,"33,730"
NE,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",950,15.68,"32,610"
NE,Engine and Other Machine Assemblers,300,22.40,"46,590"
NE,Structural Metal Fabricators and Fitters,650,17.41,"36,210"
NE,"Assemblers and Fabricators, All Other, Including Team Assemblers","6,820",16.39,"34,090"
NE,Bakers,790,12.97,"26,980"
NE,Butchers and Meat Cutters,850,16.28,"33,850"
NE,"Meat, Poultry, and Fish Cutters and Trimmers","10,170",16.32,"33,950"
NE,Slaughterers and Meat Packers,"1,640",15.68,"32,610"
NE,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",220,17.92,"37,270"
NE,Food Batchmakers,"1,400",15.73,"32,710"
NE,Food Cooking Machine Operators and Tenders,410,19.84,"41,260"
NE,"Food Processing Workers, All Other",580,14.36,"29,870"
NE,"Computer-Controlled Machine Tool Operators, Metal and Plastic",890,18.74,"38,970"
NE,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",130,23.49,"48,870"
NE,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",270,18.52,"38,520"
NE,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",300,18.20,"37,850"
NE,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",530,17.96,"37,360"
NE,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",190,19.05,"39,630"
NE,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70,18.99,"39,500"
NE,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",140,19.27,"40,090"
NE,Machinists,"4,130",20.85,"43,360"
NE,Metal-Refining Furnace Operators and Tenders,70,16.68,"34,690"
NE,Foundry Mold and Coremakers,130,16.91,"35,170"
NE,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",920,16.41,"34,130"
NE,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1,570",16.86,"35,070"
NE,Tool and Die Makers,630,24.64,"51,250"
NE,"Welders, Cutters, Solderers, and Brazers","4,450",20.12,"41,850"
NE,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",210,20.25,"42,130"
NE,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",40,18.50,"38,480"
NE,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",600,17.48,"36,370"
NE,"Tool Grinders, Filers, and Sharpeners",**,21.51,"44,740"
NE,"Metal Workers and Plastic Workers, All Other",50,18.32,"38,110"
NE,Prepress Technicians and Workers,220,20.79,"43,250"
NE,Printing Press Operators,"2,040",16.88,"35,110"
NE,Print Binding and Finishing Workers,400,15.14,"31,500"
NE,Laundry and Dry-Cleaning Workers,"1,770",12.24,"25,460"
NE,"Pressers, Textile, Garment, and Related Materials",150,11.70,"24,330"
NE,Sewing Machine Operators,310,12.29,"25,570"
NE,"Tailors, Dressmakers, and Custom Sewers",40,14.90,"31,000"
NE,"Textile Cutting Machine Setters, Operators, and Tenders",30,13.19,"27,440"
NE,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",120,12.21,"25,400"
NE,Upholsterers,80,25.77,"53,600"
NE,"Textile, Apparel, and Furnishings Workers, All Other",40,13.94,"28,990"
NE,Cabinetmakers and Bench Carpenters,830,19.05,"39,620"
NE,Furniture Finishers,40,19.74,"41,050"
NE,"Sawing Machine Setters, Operators, and Tenders, Wood",230,14.73,"30,640"
NE,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",**,14.50,"30,160"
NE,Power Distributors and Dispatchers,130,43.79,"91,090"
NE,Power Plant Operators,350,33.82,"70,350"
NE,Stationary Engineers and Boiler Operators,540,23.26,"48,390"
NE,Water and Wastewater Treatment Plant and System Operators,780,21.72,"45,180"
NE,Gas Plant Operators,130,29.38,"61,120"
NE,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",50,33.01,"68,650"
NE,"Plant and System Operators, All Other",80,19.91,"41,410"
NE,Chemical Equipment Operators and Tenders,550,24.24,"50,420"
NE,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",490,16.59,"34,500"
NE,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",300,17.22,"35,830"
NE,"Grinding and Polishing Workers, Hand",140,16.30,"33,910"
NE,"Mixing and Blending Machine Setters, Operators, and Tenders","1,500",17.27,"35,910"
NE,"Cutters and Trimmers, Hand",140,15.88,"33,030"
NE,"Cutting and Slicing Machine Setters, Operators, and Tenders",820,17.51,"36,410"
NE,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","1,940",19.03,"39,580"
NE,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",220,21.47,"44,650"
NE,"Inspectors, Testers, Sorters, Samplers, and Weighers","4,410",20.11,"41,820"
NE,Jewelers and Precious Stone and Metal Workers,110,14.75,"30,680"
NE,Dental Laboratory Technicians,230,23.38,"48,640"
NE,Ophthalmic Laboratory Technicians,120,15.65,"32,550"
NE,Packaging and Filling Machine Operators and Tenders,"4,170",17.59,"36,580"
NE,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",920,18.41,"38,300"
NE,"Painters, Transportation Equipment",220,21.24,"44,190"
NE,"Painting, Coating, and Decorating Workers",80,14.18,"29,500"
NE,Photographic Process Workers and Processing Machine Operators,80,15.48,"32,200"
NE,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",**,13.40,"27,880"
NE,Cooling and Freezing Equipment Operators and Tenders,80,16.00,"33,280"
NE,Etchers and Engravers,**,19.34,"40,220"
NE,"Molders, Shapers, and Casters, Except Metal and Plastic",200,26.49,"55,090"
NE,"Paper Goods Machine Setters, Operators, and Tenders",550,16.51,"34,350"
NE,Helpers--Production Workers,"3,180",15.18,"31,580"
NE,"Production Workers, All Other","1,590",13.46,"27,990"
NE,Transportation and Material Moving Occupations,"77,940",18.57,"38,620"
NE,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","2,910",28.17,"58,590"
NE,"Airline Pilots, Copilots, and Flight Engineers",130,*,"106,480"
NE,Commercial Pilots,310,*,"79,700"
NE,Air Traffic Controllers,70,44.58,"92,720"
NE,Airfield Operations Specialists,60,23.63,"49,150"
NE,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",190,14.98,"31,150"
NE,"Bus Drivers, Transit and Intercity",680,19.21,"39,960"
NE,"Bus Drivers, School or Special Client","3,130",16.06,"33,400"
NE,Driver/Sales Workers,"3,400",13.84,"28,780"
NE,Heavy and Tractor-Trailer Truck Drivers,"26,360",21.49,"44,710"
NE,Light Truck or Delivery Services Drivers,"4,610",17.19,"35,760"
NE,Taxi Drivers and Chauffeurs,"1,530",11.82,"24,590"
NE,"Motor Vehicle Operators, All Other",370,16.50,"34,310"
NE,Locomotive Engineers,**,32.09,"66,760"
NE,"Rail Yard Engineers, Dinkey Operators, and Hostlers",**,27.93,"58,090"
NE,"Railroad Brake, Signal, and Switch Operators",**,29.43,"61,200"
NE,Railroad Conductors and Yardmasters,**,32.17,"66,910"
NE,Parking Lot Attendants,590,12.98,"27,000"
NE,Automotive and Watercraft Service Attendants,300,13.52,"28,120"
NE,Transportation Inspectors,170,41.41,"86,130"
NE,"Transportation Attendants, Except Flight Attendants",140,14.10,"29,330"
NE,"Transportation Workers, All Other",200,18.46,"38,390"
NE,Conveyor Operators and Tenders,700,15.42,"32,080"
NE,Crane and Tower Operators,350,25.06,"52,120"
NE,Dredge Operators,90,16.54,"34,410"
NE,Excavating and Loading Machine and Dragline Operators,240,19.69,"40,950"
NE,Hoist and Winch Operators,40,17.19,"35,760"
NE,Industrial Truck and Tractor Operators,"3,880",16.77,"34,880"
NE,Cleaners of Vehicles and Equipment,"3,910",13.55,"28,180"
NE,"Laborers and Freight, Stock, and Material Movers, Hand","16,230",15.62,"32,500"
NE,Machine Feeders and Offbearers,780,18.74,"38,980"
NE,"Packers and Packagers, Hand","3,360",13.27,"27,610"
NE,Gas Compressor and Gas Pumping Station Operators,130,33.65,"69,980"
NE,"Pump Operators, Except Wellhead Pumpers",80,16.09,"33,470"
NE,Refuse and Recyclable Material Collectors,"1,300",15.88,"33,030"
NE,"Tank Car, Truck, and Ship Loaders",120,23.20,"48,260"
NE,"Material Moving Workers, All Other",60,20.60,"42,860"
NV,All Occupations,"1,347,130",22.20,"46,170"
NV,Management Occupations,"63,600",54.81,"114,010"
NV,Chief Executives,920,103.65,"215,590"
NV,General and Operations Managers,"18,330",61.58,"128,080"
NV,Legislators,210,*,*
NV,Advertising and Promotions Managers,220,61.40,"127,720"
NV,Marketing Managers,"1,800",68.62,"142,730"
NV,Sales Managers,"3,310",*,*
NV,Public Relations and Fundraising Managers,490,56.54,"117,600"
NV,Administrative Services Managers,"1,160",49.20,"102,330"
NV,Computer and Information Systems Managers,"1,830",64.83,"134,840"
NV,Financial Managers,"5,890",59.56,"123,890"
NV,Industrial Production Managers,840,51.60,"107,330"
NV,Purchasing Managers,420,51.52,"107,160"
NV,"Transportation, Storage, and Distribution Managers","1,170",45.55,"94,750"
NV,Compensation and Benefits Managers,110,58.47,"121,620"
NV,Human Resources Managers,"1,090",56.03,"116,550"
NV,Training and Development Managers,230,47.24,"98,250"
NV,"Farmers, Ranchers, and Other Agricultural Managers",60,43.70,"90,900"
NV,Construction Managers,"4,280",45.36,"94,350"
NV,"Education Administrators, Preschool and Childcare Center/Program",190,27.31,"56,800"
NV,"Education Administrators, Elementary and Secondary School","1,610",*,"92,370"
NV,"Education Administrators, Postsecondary",800,55.32,"115,060"
NV,"Education Administrators, All Other",170,40.61,"84,480"
NV,Architectural and Engineering Managers,780,67.89,"141,210"
NV,Food Service Managers,"3,020",33.28,"69,220"
NV,Funeral Service Managers,30,*,*
NV,Gaming Managers,580,50.26,"104,550"
NV,Lodging Managers,580,39.85,"82,880"
NV,Medical and Health Services Managers,"2,360",58.23,"121,120"
NV,Natural Sciences Managers,220,55.36,"115,150"
NV,Postmasters and Mail Superintendents,70,32.79,"68,200"
NV,"Property, Real Estate, and Community Association Managers","2,870",25.80,"53,650"
NV,Social and Community Service Managers,790,36.46,"75,840"
NV,"Managers, All Other","7,120",49.07,"102,060"
NV,Business and Financial Operations Occupations,"49,270",32.99,"68,620"
NV,"Agents and Business Managers of Artists, Performers, and Athletes",220,26.89,"55,940"
NV,Buyers and Purchasing Agents,"2,760",28.85,"60,000"
NV,"Claims Adjusters, Examiners, and Investigators","1,540",31.50,"65,510"
NV,"Insurance Appraisers, Auto Damage",660,30.42,"63,260"
NV,Compliance Officers,"2,040",32.47,"67,540"
NV,Cost Estimators,"1,900",32.04,"66,650"
NV,Human Resources Specialists,"3,730",28.18,"58,610"
NV,Labor Relations Specialists,640,35.03,"72,870"
NV,Logisticians,490,34.99,"72,790"
NV,Management Analysts,"3,990",42.82,"89,070"
NV,"Meeting, Convention, and Event Planners","1,210",22.80,"47,410"
NV,Fundraisers,240,29.09,"60,510"
NV,"Compensation, Benefits, and Job Analysis Specialists",450,28.74,"59,770"
NV,Training and Development Specialists,"2,650",29.18,"60,700"
NV,Market Research Analysts and Marketing Specialists,"3,030",28.41,"59,090"
NV,"Business Operations Specialists, All Other","6,960",34.41,"71,580"
NV,Accountants and Auditors,"8,430",32.02,"66,600"
NV,Appraisers and Assessors of Real Estate,380,45.39,"94,400"
NV,Budget Analysts,280,33.89,"70,490"
NV,Credit Analysts,610,33.91,"70,540"
NV,Financial Analysts,840,40.08,"83,370"
NV,Personal Financial Advisors,700,52.18,"108,540"
NV,Insurance Underwriters,190,32.34,"67,260"
NV,Financial Examiners,110,32.61,"67,820"
NV,Credit Counselors,110,27.17,"56,510"
NV,Loan Officers,"3,360",38.60,"80,290"
NV,Tax Preparers,460,23.57,"49,030"
NV,"Financial Specialists, All Other",**,27.96,"58,150"
NV,Computer and Mathematical Occupations,"20,150",37.96,"78,960"
NV,Computer and Information Research Scientists,40,49.55,"103,070"
NV,Computer Systems Analysts,"1,750",38.74,"80,580"
NV,Information Security Analysts,510,43.04,"89,530"
NV,Computer Programmers,900,38.74,"80,580"
NV,"Software Developers, Applications","3,900",50.79,"105,640"
NV,"Software Developers, Systems Software","1,050",48.32,"100,510"
NV,Web Developers,680,28.52,"59,320"
NV,Database Administrators,600,42.94,"89,320"
NV,Network and Computer Systems Administrators,"1,500",40.54,"84,330"
NV,Computer Network Architects,640,50.17,"104,350"
NV,Computer User Support Specialists,"3,830",24.68,"51,330"
NV,Computer Network Support Specialists,"1,660",28.07,"58,380"
NV,"Computer Occupations, All Other","2,600",34.91,"72,610"
NV,Actuaries,**,41.44,"86,200"
NV,Mathematicians,40,38.45,"79,980"
NV,Operations Research Analysts,260,41.25,"85,800"
NV,Statisticians,70,34.24,"71,210"
NV,Architecture and Engineering Occupations,"14,010",38.27,"79,610"
NV,"Architects, Except Landscape and Naval",390,35.87,"74,620"
NV,Landscape Architects,50,35.78,"74,430"
NV,Cartographers and Photogrammetrists,170,36.20,"75,300"
NV,Surveyors,430,38.71,"80,520"
NV,Aerospace Engineers,310,44.16,"91,850"
NV,Biomedical Engineers,30,46.20,"96,100"
NV,Chemical Engineers,70,*,*
NV,Civil Engineers,"2,340",48.42,"100,700"
NV,Computer Hardware Engineers,120,42.63,"88,670"
NV,Electrical Engineers,640,44.49,"92,540"
NV,"Electronics Engineers, Except Computer",820,45.12,"93,850"
NV,Environmental Engineers,470,44.62,"92,810"
NV,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",180,49.05,"102,030"
NV,Industrial Engineers,480,41.89,"87,140"
NV,Materials Engineers,120,45.71,"95,070"
NV,Mechanical Engineers,780,42.76,"88,950"
NV,"Mining and Geological Engineers, Including Mining Safety Engineers",350,41.17,"85,640"
NV,"Engineers, All Other",460,45.65,"94,950"
NV,Architectural and Civil Drafters,"1,170",23.80,"49,510"
NV,Electrical and Electronics Drafters,290,27.81,"57,850"
NV,Mechanical Drafters,270,23.66,"49,210"
NV,"Drafters, All Other",190,25.46,"52,950"
NV,Civil Engineering Technicians,910,27.52,"57,240"
NV,Electrical and Electronics Engineering Technicians,"1,520",33.14,"68,920"
NV,Electro-Mechanical Technicians,80,24.54,"51,030"
NV,Environmental Engineering Technicians,160,28.35,"58,970"
NV,Industrial Engineering Technicians,120,22.81,"47,440"
NV,Mechanical Engineering Technicians,230,32.51,"67,610"
NV,"Engineering Technicians, Except Drafters, All Other",260,34.29,"71,330"
NV,Surveying and Mapping Technicians,450,24.71,"51,400"
NV,"Life, Physical, and Social Science Occupations","8,160",31.28,"65,060"
NV,Soil and Plant Scientists,30,34.37,"71,490"
NV,Microbiologists,70,39.93,"83,060"
NV,Zoologists and Wildlife Biologists,180,33.30,"69,270"
NV,"Biological Scientists, All Other",200,35.33,"73,490"
NV,Conservation Scientists,210,29.65,"61,670"
NV,Foresters,30,30.85,"64,160"
NV,"Medical Scientists, Except Epidemiologists",220,50.43,"104,900"
NV,Atmospheric and Space Scientists,90,45.08,"93,770"
NV,Chemists,240,34.24,"71,230"
NV,Materials Scientists,30,58.38,"121,420"
NV,"Environmental Scientists and Specialists, Including Health",580,30.73,"63,920"
NV,"Geoscientists, Except Hydrologists and Geographers",540,45.43,"94,500"
NV,Hydrologists,170,42.14,"87,640"
NV,Economists,70,38.06,"79,170"
NV,Survey Researchers,**,17.03,"35,410"
NV,"Clinical, Counseling, and School Psychologists",440,40.27,"83,760"
NV,"Psychologists, All Other",120,35.60,"74,060"
NV,Urban and Regional Planners,220,39.09,"81,300"
NV,Anthropologists and Archeologists,170,29.08,"60,480"
NV,"Social Scientists and Related Workers, All Other",120,38.04,"79,120"
NV,Biological Technicians,380,20.65,"42,960"
NV,Chemical Technicians,"1,230",25.41,"52,860"
NV,Geological and Petroleum Technicians,150,27.08,"56,330"
NV,Social Science Research Assistants,90,26.06,"54,200"
NV,"Environmental Science and Protection Technicians, Including Health",430,24.20,"50,340"
NV,Forensic Science Technicians,260,33.22,"69,110"
NV,Forest and Conservation Technicians,560,18.73,"38,960"
NV,"Life, Physical, and Social Science Technicians, All Other",810,22.93,"47,690"
NV,Community and Social Service Occupations,"12,780",25.34,"52,700"
